image,base_caption,lora_caption,given_caption
3608752424_01a1cfd8a6.jpg,a dog is splashing in the water,A brown dog and a tan dog are playing in the water .,a couple of dogs running through the water with trees in the background
3609032038_005c789f64.jpg,a person riding a dirt bike on a rocky trail,A biker is climbing a rocky hill .,a dirt bike rider rides across the rock .
3609645320_815c294b65.jpg,a group of people sitting on steps in the woods,A group of people are posing for a photo .,A family poses seated on concrete steps .
3610683688_bbe6d725ed.jpg,a dog wading in the water at the beach,A black and white dog is wading in the water .,a dog is stepping out into the water towards the sun 's reflection .
3613175012_bcd063e7c9.jpg,a group of people riding skateboards down a street,A group of people are walking down a street with a shopping cart .,"A group of bohemians stroll down the street , one with a shopping cart ."
3613424631_3ae537624f.jpg,graffiti on the wall,A man in a red jacket is sitting on a set of stairs next to a bike .,A cyclist sits on some steps with his bike .
3613800013_5a54968ab0.jpg,a dog running in a field with a frisbee in its mouth,A brown and white dog is running in the grass .,A brown and white dog is running with its mouth open accross a field .
3613955682_3860e116cf.jpg,a soccer team posing for a photo,A group of soccer players pose for a photo .,A group of players on a team are posing together .
3616808182_fb4eaec778.jpg,a man riding a bike on a trail near a mountain,A man is riding a bike on a mountain trail .,A biker in protective gear is riding through a countryside with cliffs .
3618504267_d7eaa495d0.jpg,a woman standing in the grass with two dogs,A woman in a blue shirt is standing with two small dogs on leashes .,A guy and white dog standing on grass .
3619232550_0b1e1fd4e4.jpg,a man wearing headphones,A group of men in a recording studio .,a band in the studio
3619416477_9d18580a14.jpg,a dog jumping in the water to catch a ball,A white dog is jumping in the water with a tennis ball in its mouth .,A white dog catches a green ball while standing in shallow water .
3621329299_6fb3f2935c.jpg,a man riding a bike in the air over a hill,A bicyclist is doing a trick on a dirt track .,A boy in a blue shirt is mountain biking on a track and catching air .
3622929632_26fb800000.jpg,a dog holding a baseball in its mouth,A brown dog has a baseball in its mouth .,A brown dog with a baseball in its mouth .
3623302162_099f983d58.jpg,a dog running in the yard,A white dog runs through the grass .,A dog is attempting a turn by a nearby picnic bench and metal object .
3623650392_7b75d4de21.jpg,a brown dog standing on top of a grass covered hill,A brown dog is standing in a field .,A brown dog in a field .
3624327440_bef4f33f32.jpg,a surfer riding a wave in the ocean,A man in a wetsuit rides a wave in the ocean .,A man dressed in black is surfing on a large blue wave .
3624676866_8f6d0efcc9.jpg,a man taking a picture,A group of people dressed in blue and white costumes .,A large group of brighty clothed dancers taking photographs .
3625519177_4c2bb9e7f0.jpg,a person on water skis doing a trick over a body of water,A man in the air on a water skier .,A man jumps in the air while sky surfing .
3627011534_485f667b10.jpg,a young girl in a purple tank top smiles for the camera,A girl in a purple tank top is smiling .,A child with a pink headband and blue shirt smiling .
3630332976_fdba22c50b.jpg,the boy is wearing a red shirt,A boy in a red shirt and a boy in a plaid shirt are upside down .,Boy pulls other boy over back .
3630641436_8f9ac5b9b2.jpg,three dogs running in the water,Three dogs are running in the water .,Three dogs are running in the water on the beach .
3630991662_990f397f7c.jpg,a woman standing on the beach with her arms outstretched,A girl in a black tank top is standing on the beach at sunset .,A woman in a black shirt and white headband stretches in the sunset .
3631023049_8a85bab19f.jpg,three children on a swing,A group of children are playing on a swing set .,The children are on a tire swing .
3631810528_7233c0f421.jpg,two people sitting on a bus,A man and a woman are sitting on a bus .,A man sits next to a woman on a bus .
3631986552_944ea208fc.jpg,a surfer riding a wave in the ocean,A man in a black wetsuit is surfing a wave .,A surfer catching a big wave in the ocean .
3635577874_48ebaac734.jpg,a man riding a bike in the air,A bicyclist is doing a trick in the air .,A man rides his blue bike high in the air over a park .
3635991166_f95304af0a.jpg,a group of boys posing for a picture with a soccer ball,A group of boys pose for a picture with a soccer ball .,Four boys are outside at a playground with a green and yellow ball .
363617160_6cb0c723be.jpg,a girl painting on a sidewalk with a red cup,A girl in a white shirt is painting on a sidewalk .,A girl bends down to paint something underneath her .
3639967449_137f48b43d.jpg,two boys sitting on the ground,A boy in a blue shirt and a boy in a red shirt are brushing their teeth .,Two boys are sitting in front of a structure eating Popsicles .
3640109324_3ce89e4d1a.jpg,a group of men walking down a street with a large metal object,A man in a purple robe carries a large silver object .,A group of men carry a silver coffin .
3640422448_a0f42e4559.jpg,a man riding a bike on a dirt ramp in the woods,A man in a green shirt is on a dirt bike .,A bicyclist flies through the air as he encounters a tree in his path .
3640443200_b8066f37f6.jpg,a group of people posing for a picture,A man in a black tuxedo poses with four women in black dresses .,a
3641022607_e7a5455d6c.jpg,a person is windsurfing in the water,A man is windsurfing in the ocean .,A kite surfer begins to fall in the ocean .
3642220260_3aa8a52670.jpg,a black dog walking on a sandy beach next to a body of water,A black dog is running on the beach .,A black dog on a rocky beach .
3644941648_012ec87848.jpg,a person jumping off of a diving board in front of a building,A man in a swimsuit is jumping off a building .,A diver midair against an urban background .
3646820231_2abc736840.jpg,sheep in a field,A dog is standing in the middle of a herd of white sheep .,A black and brown dog pokes his head above the white farm animals .
3647750811_395fbd397e.jpg,the dog is black and white,A black and white dog is playing in the grass .,a black and white dog is wearing a red collar whilst walking on the grass .
3651971126_309e6a5e22.jpg,the dog is black,A black dog and a brown dog are running together .,A black and brown dog with a tan dog on a cement path in front of grass
3652150541_8fb5a3a5d1.jpg,a woman getting her face painted,A girl is getting her face painted .,A woman applies face paint while a boy with a Mohawk holds a mirror .
3652764505_87139e71f8.jpg,smoke billowing out of a building,A group of people are standing in front of a building that is on fire .,A blue building has smoke pouring out while a firetruck sits in front of it .
3653484549_f316590b0f.jpg,a little girl blowing out candles on a birthday cake,A girl blows out the candles on her birthday cake .,A family watches as a little girl blows out the candles on her third birthday
3655074079_7df3812bc5.jpg,a naked woman riding a bike,A naked woman is riding a bicycle .,A naked cyclist in body paint rides at a fair .
3655155990_b0e201dd3c.jpg,two dogs in the water,Two dogs are playing in the water .,Two dogs playing in the water .
3655964639_21e76383d0.jpg,a woman in high heels walking down the street,A woman in a black dress is walking down the street .,A man chains his bike to a rack while a woman in black and red walks .
3656225270_cdf89e3240.jpg,a woman hanging upside down on a swing at a playground,A girl in a red shirt is hanging upside down on a swing .,A girl hangs over the seat of a swing in a playground .
3657016761_d553e514d9.jpg,a young girl playing in a water park,A girl in a bathing suit is playing in a water park .,A child at a water park is sprayed from all sides by a ring of water .
3658427967_6e2e57458d.jpg,a boy jumping into the water,A boy jumps into the water .,A boy in a swimsuit jumping into water .
3662963630_8f097e38d4.jpg,a skateboarder doing a trick at a skate park,A boy is doing a trick on a skateboard at a skate park .,A biker leaps off a half-pipe littered with graffiti as onlookers watch .
3663951804_868982f3f9.jpg,a skateboarder is doing a trick in the air,A girl in a pink shirt is doing a trick on a skateboard .,a child doing a jump on a skateboard
3664928753_7b0437fedf.jpg,a man doing a high jump,A man doing a high jump .,A competitor does a pole vault .
3665169936_01ae94c9fd.jpg,a man riding a bike in the air,A bicyclist in a black shirt is doing a trick .,A man in beige pants does a trick on a bicycle .
3665179773_dd217416fc.jpg,two women hugging,A girl in a white shirt is hugging a girl in a helmet .,A blonde girl in white has her arms around a girl in a helmet .
3670907052_c827593564.jpg,a person on a dirt bike,A man in a red and white outfit is riding a dirt bike .,A BMX rider in a red and black outfit is jumping on his motorcycle .
3672944692_8d24a44fc6.jpg,the sky is blue,Two people dressed in black with black balloons on their heads .,People with black balloons on them climbing dirt hill
3673165148_67f217064f.jpg,a brown and white dog standing in the sand,A brown and white dog stands on the beach with a rock in the background .,A brown and white dog is standing in shallow water on a beach near a large rock outcrop .
3673484638_dce87295fe.jpg,two children walking on a runway,A boy and girl are walking on a runway .,"The two children , one with a scarf tied around their forehead , walk down a modeling runway ."
3676460610_8c52e8a355.jpg,a person riding a bike on a trail,A person riding a bike on a trail .,A woman biking along a trail surrounded by various plants .
3677318686_b018862bb7.jpg,a boy playing with an orange ball,A boy catches an orange ball in a park .,A boy in a park playing with two orange balls .
3677964239_6406ed096f.jpg,two women and a little girl standing on a wooden bridge,A group of women and a little girl are standing on a bridge .,a few girls on a woooden pier eating ice cream cones
3679407035_708774de34.jpg,a man wearing a shirt that says boys will be boys,A shirtless man in a gay pride parade .,"A brown haired man is wearing a blue shirt that says , "" Boys will do boys "" ."
3679502342_7fe6ef8a36.jpg,homeless man in athens,A homeless man is standing in the middle of the street .,A homeless man being observed by a man in business attire .
3681414069_71ba164f71.jpg,puppies on the ground,Three black and white puppies playing with a plastic bag .,One black and white dog sleeps while the other two black and white dogs play with a plastic bag .
368393384_86defdcde8.jpg,a man in a yellow kayak,A man in a yellow kayak is paddling through the water .,a kayaker plungles into the river .
3684562647_28dc325522.jpg,a red double decker bus,A group of people on a double decker bus waving rainbow flags .,A bus is carrying people while decorated with banners in the colors of the rainbow .
3685328542_ab999b83bb.jpg,a man wearing a mask and green pants in a crowd,A man in a mask and green pants is standing in a crowd .,A dark man in a white and green feathered mask with green jewelry and pants .
3686078365_9e655e238f.jpg,a woman with a tattoo on her back,A woman with a tattoo on her back is standing in front of a rainbow flag .,A naked woman with pink hair and tattoos is standing in a crowd in front of a cloth barrier .
3686924335_3c51e8834a.jpg,a woman spraying a dog with a hose,A black and white dog is being sprayed by a hose .,a dog gets sprayed by a hose .
3688858505_e8afd1475d.jpg,a woman in a green dress standing on a stage,A girl in a green dress is standing in front of a group of people .,A blond girl in a green dress and elaborate gold necklace stands in front of a few women and a man .
3689727848_b53f931130.jpg,a man diving into a swimming pool,A man is diving into a swimming pool .,A boy tries to catch a ball while jumping into a pool .
3689975998_72f50b6d91.jpg,a woman in a white shirt is running down a hill,A girl in a white shirt is running down a hill .,An asian girl is running outside .
3690425778_3b390b3ea5.jpg,a person jumping into the water from a dock,A man is jumping off a dock into the water .,A man jumps off of a dock and into the water .
3691800116_6a7b315e46.jpg,a group of men playing a game of cricket on a field,A man in a white uniform is swinging a bat .,A batter playing cricket missed the ball and the person behind him is catching it .
369186134_5eef374112.jpg,three dogs walking in the snow,A brown dog is wearing a green shirt .,A group of three dogs are walking through the snow .
3692593096_fbaea67476.jpg,a plane drops fire retardant on a hillside,A plane is spraying water on a hillside .,Airplane emitting heavy red colored smoke .
3692892751_f6574e2700.jpg,a man doing a trick on a skateboard,A man is doing a trick on a skateboard while a crowd watches .,A man does a trick on his skateboard in front of a crowd .
3693961165_9d6c333d5b.jpg,a dog chasing a ball through a fence,A black dog is running through a fence .,A black dog is looking through the fence .
3694064560_467683205b.jpg,two men sitting on a wooden bench in front of a stage,A boy in a pirate costume is talking to another boy in a similar costume .,a man talks to a boy .
3694093650_547259731e.jpg,a group of people in pirate costumes standing on a stage,A group of people dressed in period clothing are standing on a stage .,A group of men in period clothing are standing in front of a hut .
3694219419_a7a83d4886.jpg,a group of people holding up a kite,A group of children hold up a blue and white kite .,A group of adults and children play with a parachute outdoors .
3694991841_141804da1f.jpg,a man with long hair is playing a drum,A man in a black tank top is playing drums .,A long haired drummer plays music outdoors .
3695064885_a6922f06b2.jpg,a woman walking a dog through an obstacle course,A woman in a white hat is walking a dog through an obstacle course .,"A lady walking her dog through an obstacle course , while other people are in the background ."
3696698390_989f1488e7.jpg,a man riding a bike in the air,A man in a green shirt is riding a bike over a wooden ramp .,a bicyclist wearing a helment riding down a steep ramp
3697359692_8a5cdbe4fe.jpg,a boy sitting in a car seat,A boy in a black shirt is sitting in a car seat .,A boy is sitting in a car seat in the backseat of a car .
3697456750_460aea7252.jpg,two people doing karate,A girl in white kicks another girl in red .,Girls fighting on karate competition .
3700004668_99c3e3f55b.jpg,a man and a child in the water,A man and a child are swimming in the water .,A boy with his mouth wide open dressed in a yellow life jacket and goggles in water with a man next to him .
3701291852_373ea46bb6.jpg,two boys walking by the water at sunset,Two boys in red shirts are walking by a lake .,A boy and a girl are standing on the edge of a lake at sunset .
3702038926_966fdaa311.jpg,a group of kids playing frisbee in a park,A group of kids are standing on the sidewalk .,A girl runs through an obstacle course outside as some boys watch .
3702436188_2c26192fd0.jpg,a man on a skateboard doing a trick on a railing,A skateboarder is doing a trick on a rail .,a boy wearing a white shirt and pink shoelaces jumping on a railing
3703107969_175da4b276.jpg,a man riding a bike in the air,A boy is doing a trick on a bike at a skate park .,a boy performs a stunt on a BMX bike .
3704698586_a42c25d0c1.jpg,a group of bicyclists racing around orange cones,A group of bicyclists are racing around orange cones .,"Bikers racing , an orange cone in front ."
370614351_98b8a166b9.jpg,a man in a costume standing in a store,A man dressed in a Native American outfit is holding a bottle of soda .,A man with a Mohawk with his arms in the air .
370713359_7560808550.jpg,a group of people sitting at tables in a restaurant,A group of people sit at tables in a restaurant .,An empty seat at a Mexican themed restaurant .
3708177171_529bb4ff1d.jpg,a skateboarder doing a trick on a bench,A boy is doing a trick on a skateboard .,A boy is outside jumping over a flower bush on a skateboard .
3710050559_f6f12760fe.jpg,a young boy sitting in the grass with a frisbee,A boy in a baseball cap is sitting in the grass .,A baby boy cries while sitting in the grass at the park .
3710520638_866d542a80.jpg,a dog jumping in the water,A black dog is jumping into the water .,A black dog jumping into a lake .
3711611500_ea47b58b6f.jpg,a dog jumping into the water to catch a frisbee,A black dog jumps into the water .,a black dog jumping into some water to catch a red and blue Frisbee
3711664623_ef87105ea7.jpg,a family posing for a picture on top of a mountain,A family is posing for a picture on a mountain .,A family of two young boys and a woman and man pose in front of a scenic background .
3711826708_bba64fb1e1.jpg,a dog running on a trail in the woods,A brown dog is running down a path in a forest .,A brown dog is walking on a wooded path with white flowers .
3712574653_e009f76d19.jpg,a bride and groom at a wedding reception,A bride and groom pose for a picture at their wedding .,A girl stands up with a glass of beer to make a toast at a couple 's wedding .
3715469645_6d1dc019b3.jpg,two women sitting next to each other,Two girls are standing next to each other with their arms crossed .,Two females are standing next to each other and appear to be unexcited .
3716244806_97d5a1fb61.jpg,a family sitting on rocks,A family of four is sitting on a pile of rocks .,A family sitting on rocks posing for the camera .
3716272233_7845ec5b3e.jpg,a white bird in the water,A white bird is flying through the water .,A large white bird goes across the water
3718305988_fe2c91fd44.jpg,a person riding a skateboard down a set of stairs,A boy is doing a skateboard trick on the steps of a brick building .,A jogger runs up brick stairs for streght training .
3718964174_cb2dc1615e.jpg,a woman with a scarf on her head,A woman in a turquoise headscarf is walking down the street .,A woman in a blue sweater with a blue scarf around her head .
3720210639_18bb34e475.jpg,a man riding a bike in the air,A bicyclist is doing a trick on his bike .,A person in a red hat and shoes doing stunts on a red bike while a person in yellow watches .
3720366614_dfa8fe1088.jpg,a chihuahua wearing a pink tutu standing on a rug,A chihuahua in a pink tutu is jumping up and down .,A small black dog is standing on two feet and wearing a pink tutu .
3722572342_6904d11d52.jpg,a red jet boat in the water,A red jet boat is making its way through the water .,a red covered boat racing across the water
3724581378_41049da264.jpg,a surfer riding a wave in the ocean,A man in a wet suit is surfing a wave .,A man surfing .
3725202807_12fbfdd207.jpg,a man and a woman standing next to a red car,A man and a woman are standing next to a red car .,A couple in a parking lot .
3727752439_907795603b.jpg,a woman wearing a black and white polka dot dress,A blonde woman in a black and white polka dot dress is standing in front of a pink building .,a large woman puts her sunglasses on .
3729525173_7f984ed776.jpg,a woman sitting on the steps of a building,A woman is sitting on the steps of a building .,A lady sitting on a front porch reading a book .
3730011701_5352e02286.jpg,a little girl playing in the sand at the beach,A baby in a yellow hat is playing in the sand .,A little girl buried in the sand .
373394550_1b2296b8c4.jpg,a child sleeping on a train,A child is sleeping on a blue seat .,A child in a black cap sleeping across two chairs .
3736786640_70df13be2c.jpg,two boys playing on a trampoline,A boy and a boy are playing in a pool .,Two boys are playing on a trampoline .
3737539561_d1dc161040.jpg,two small children sitting on a fallen tree stump,Two blond boys are standing on a fallen tree trunk .,There are two kids in swimmies playing outside next to some trees .
3741462565_cc35966b7a.jpg,a little girl sitting at a table with a milkshake in front of her,A girl in a pink shirt is eating a milkshake .,A little girl wearing a pink shirt is sitting at the table and drinking a milkshake
3741827382_71e93298d0.jpg,a young boy in a green shirt is on a blue trampoline,A boy in a green shirt is jumping on a blue trampoline .,A boy in a green shirt above something blue .
3745451546_fc8ec70cbd.jpg,the sky is blue,A man is climbing a snowy mountain .,A hiker ascends a snowy hill .
3751594676_edfbfa0688.jpg,a young boy playing on a playground,A baby in a blue and yellow hoodie is playing on a playground .,"A blond toddler wearing a blue sweater , riding on a wooden toy ."
375392855_54d46ed5c8.jpg,a woman cross country skiing in the snow,A woman in a yellow jacket is skiing .,A woman in a yellow and black outfit is skiing .
3767841911_6678052eb6.jpg,a little girl in an orange dress playing with a sprinkler,A blonde girl in an orange dress is playing in a sprinkler .,A baby girl in an orange dress gets wet as she stands next to a water sprinkler .
381514859_b40418d9c3.jpg,west highland white terrier playing with a red ball,A white dog is chasing a red ball .,Two small white dogs are in a yard chasing a red ball .
384577800_fc325af410.jpg,a collie dog running through the snow,A brown and white dog is running through the snow .,A brown dog carries an object in its mouth on a snowy hillside .
385835044_4aa11f6990.jpg,a woman walking with headphones on,A girl in jeans and a brown jacket is walking with headphones .,A girl wearing a brown jacket and blue jeans has on some white headphones and is walking .
387830531_e89c192b92.jpg,two dogs playing in the grass,A black dog and a brown dog are playing in the grass .,a brown dog about to jump on a smaller black and tan dog
390986651_c801db91a0.jpg,a person sitting in a tent in the snow,A man is sitting in his tent in the snow .,A person peaks their head out of a tent set up in a snowy field .
391324644_d23fdf06cb.jpg,a man on a skateboard doing a trick on a rail,A boy in a white hat is doing a skateboard trick on a yellow rail .,A guy on inline skates with a white hat is on a yellow rail .
391579205_c8373b5411.jpg,a woman holding a dog up in the air,A woman in a blue shirt is holding a brown dog in the air .,A dog jumping up to touch a woman 's hand .
393958545_48c17c66d1.jpg,a black dog running in the grass,A black dog is wearing a green collar .,A black lab is running in a race .
394563330_68b566368c.jpg,a man walking down the street with a dragon and flags,A man dressed as a dragon is walking in a parade .,A Chinese Dragon at a
395461421_c586b136de.jpg,four boys jumping in the air on a road,A group of boys are jumping in the air on a road .,A group of teenage boys on a road jumping joyfully .
396360611_941e5849a3.jpg,a person standing on a rocky hill overlooking a body of water,A lone hiker stands on a rocky hill overlooking a lake .,a man stands alone on the rocks .
396763804_3b7f1e12a8.jpg,two dogs running on a sandy beach,Two brown and white dogs are running on the beach .,A black and white dog is running through the sand on a beach .
397286183_745abbf40d.jpg,man wearing a blue jacket,A man in a blue jacket is making a funny face .,A man in a blue jacket widely opens his big blue eyes as a man behind him closes his eyes as he covers his mouth .
397815951_3b02090324.jpg,two dogs on the floor,A black and white dog with its mouth open .,A dog 's mouth opens to expose its sharp teeth .
398662202_97e5819b79.jpg,two children playing with an umbrella,A boy in a red and white striped sweater and a boy in a red and white striped sweater are playing .,One child reaches up for something while another stands beside him .
400851260_5911898657.jpg,a person walking up a snow covered slope,A man in a red jacket is walking up a snowy hill at sunset .,A man is shoveling snow during a sunrise .
401079494_562454c4d6.jpg,two dogs playing in the grass,A black poodle and a black poodle are playing in the grass .,A black and gray dog
404850242_3a55a4c874.jpg,a woman wearing a red jacket,A woman in a red jacket is standing in front of pigeons .,An asian lady in a red jacket taking a photo
405534893_2d0f3b0147.jpg,a rock climber on the side of a large rock,A man is climbing up a rock face .,a man climbs a mountain .
405537503_f66ecc5073.jpg,a man on a rock climbing up the side of a mountain,A man is climbing a large rock face .,A blond climber with a white shirt is scaling a stone cliff .
405615014_03be7ef618.jpg,a man wearing a safety vest and gloves is walking down the street,A man in a yellow vest is walking down the street .,A man in a lime green vest directs traffic
410042380_517ccee020.jpg,a woman sitting on a couch in a mall,A woman is sitting on a brown couch in a mall .,A blond woman is sitting in a brown leather chair while another woman is walking next to a store in the background
410453140_5401bf659a.jpg,a person standing in front of a glass door,A man in a hat stands in front of a glass door .,A man is standing in front of glass doors with a blue spot and a pink spot .
411175971_0fffd3b8c6.jpg,a dog is playing in the water,A brown dog is standing in shallow water on a foggy beach .,A brown dog is shown standing in the water near a muddy beach .
413231421_43833a11f5.jpg,a dog digging in the snow,A black and brown dog is digging in the snow .,A black dog is digging in the snow .
414773731_c3f5bf43d5.jpg,a dog running in the snow with a frisbee in its mouth,A black and brown dog is running in the snow .,A black dog is running in snow .
415118186_64defc96f3.jpg,a person standing in the snow with a snowboard,A person in a black coat is standing on a snowy hill overlooking the ocean .,A man in black looks out over a snowy landscape .
415793623_6c1225ae27.jpg,a man in blue shirt climbing on a rock wall,A man in a blue shirt is climbing up a rock face .,A man in blue rock climbing .
416106657_cab2a107a5.jpg,a dog running in the grass,A white dog is running in a field .,A fluffy white dog runs through the woods with his ears flapping in the breeze .
416788726_5b4eb1466e.jpg,a statue of an african man,A group of people stand in front of a statue .,A family of five is watching a performer standing on a stepstool .
416960865_048fd3f294.jpg,a man in a red jacket standing on top of a mountain,A man in a red jacket is climbing a mountain .,A hiker in a red on a snowy peak .
416992999_654a99a903.jpg,a woman on a rock climbing,A girl is climbing a rock face .,A girl wearing glasses is in a blue harness while rock climbing .
421316045_ae7a1eb4bc.jpg,two children laying on a couch,A boy and a boy are laying on a couch .,a child in an orange sweater is playing with a child in blue clothes on a white couch under a red painting .
421322723_3470543368.jpg,a man wearing a green and white striped shirt,A man in a green shirt is looking at his cell phone .,A dark-skinned man in a green shirt with a green scarf looking at an electronic device .
421730441_6b2267fd31.jpg,a man in a black t-shirt and a black beanie,A man in a black beanie and black shirt stands in front of a brick building .,a man in a black hat standing in front of a brick wall and a sign
422763475_0bc814dac6.jpg,a boy with a snowboard,A boy in a blue jacket is carrying a red and black snowboard .,A boy drags his sled through the snow .
423066487_07757b2b49.jpg,a man in a white coat standing in front of a meat grinder,A man in a white coat is standing in front of a food stand .,A gyro chef in a white jacket and cap looking at gyro meat .
424307754_1e2f44d265.jpg,a man holding a dog up in the air,A black dog is standing on a man 's shoulders .,A black dog jumps into the air to get a treat from its owner .
424379231_23f1ade134.jpg,a dog jumping on a trampoline,A brown and white dog is jumping on a blue trampoline .,A corgie walks on a thin blue platform .
424416723_19c56cb365.jpg,a dog jumping in the air to catch a frisbee,A brown dog is jumping up a tree .,A black dog jumping .
424779662_568f9606d0.jpg,three women dressed in green and gold at a st patrick's day parade,Three women dressed in green are posing for a picture .,There are women in St Patrick 's Day costumes
425518464_a18b87c563.jpg,a person sitting on a bench reading a newspaper,A woman in a white robe is sitting on a bench reading a newspaper .,a person wearing a white hooded sweatshirt covered with a blanket sitting on a bench reading
427557693_1108566fd2.jpg,the sky is blue,A man and a woman cross the street .,Two adults walking in the street in a suburban area
427936315_0b8f7b8d23.jpg,a dog chasing a frisbee in a field,A brown dog is running with a red Frisbee in its mouth .,A brown dog is chasing a red Frisbee across a grassy field .
429851331_b248ca01cd.jpg,a dog with a frisbee in its mouth,A brown dog carries a purple ball in its mouth .,A brown dog holding something purple and black in its mouth .
430173345_86388d8822.jpg,a dog playing with a frisbee in a field,A brown dog is playing with a purple toy in a field .,A brown dog possessively grabs a purple Frisbee in a field .
434792818_56375e203f.jpg,a man and a woman standing in front of a large red sculpture,A man and a woman stand in front of a red sculpture .,A couple looking at a red sculpture
435739506_2daf7f4887.jpg,two dogs playing in a field of dry grass,A black dog and a brown dog are running in a field .,"A dog approachs a small creature in a barren , snowy field ."
435827376_4384c3005a.jpg,two people walking down the street,A man and a woman walking down a street .,a couple walking down the street carrying bags
436009777_440c7679a1.jpg,a couple of people sitting on a rock in a park,Two people sit on a rock in a city park .,A couple are sitting on a rock in front of a street .
438639005_208bc59b0b.jpg,two children walking in a field,A boy and a girl are running through a field .,A boy in red and a girl pink are walking through a low cut field .
439037721_cdf1fc7358.jpg,two people sitting on a grassy hill overlooking a body of water,Two people sit on a grassy hill overlooking a lake .,Two men sitting on the bank of a lake with an ice chest .
440190907_bf8b7ba8ef.jpg,a group of people in a store,A group of people are walking through a market .,A group of people walk through a shopping mall .
441212506_fcc321ac28.jpg,three dogs running in a field,Three dogs are running in a field .,The black dog runs with a ball with two smaller dogs behind it .
441398149_297146e38d.jpg,a woman in a red dress walking down the street,A girl in a red dress is walking down the street .,A female jogger wearing red .
442220883_ff3d6e507f.jpg,a dog chewing on a stuffed animal,A brown dog is chewing on a white stuffed animal .,A brown dog has a white toy in its mouth .
443430496_3fea95a07d.jpg,a dog swimming in the water,A golden retriever is swimming in the water .,A brown dog swimming in murky water .
444057017_f1e0fcaef7.jpg,a little girl in a pink dress,A girl in a pink dress is standing on a yellow pole .,A little girl gets her picture taken while on the merry-go-round .
444481722_690d0cadcf.jpg,a woman is talking on a cell phone while a man walks by,A man and a woman are walking down the street .,A dark skinned man walks by a woman talking on a cellphone .
447111935_5af98563e3.jpg,two dogs playing frisbee in the grass,Two dogs are playing in the grass .,The two greyhound dogs wearing sweaters are playing in the grass .
448252603_7d928c900e.jpg,a person sitting on the side of a dirt road,A boy in a backpack is sitting on a dirt road .,A boy pointing in a direction on a dirt road .
448658518_eec0b648a6.jpg,a man standing under a traffic light,A man in a black shirt stands at a traffic light .,A large man dressed in black on a street corner by a red brick building .
452419961_6d42ab7000.jpg,a small child in a cage,A boy and two girls in a cage .,The three children are in a cage .
454709143_9c513f095c.jpg,a man holding a cardboard sign on the side of the road,A man holding a cardboard sign in front of a tree .,A man dressed in blue holds a sign while standing behind a couple of trees and in front of a large concrete wall with red writing on it .
457945610_1a23b9ced0.jpg,a girl jumping into the ocean,A girl in a striped swimsuit jumps into the ocean .,A girl in striped swimsuit is jumping into the ocean .
459778335_857d8ffebf.jpg,a man jumping in the air with a child on the beach,A man and two children are playing on the beach .,A father with his two kids at the ocean with the young boy flying up in the air .
460478198_83039f2593.jpg,the dog is brown and white,A black and white dog and a brown and white dog playing in the sand .,A dog chasing another dog by a lake .
460935487_75b2da7854.jpg,two small dogs are walking on a brick walkway,A black and white dog runs down a brick walkway .,A black and white dog is running up a path towards some potted plants .
461505235_590102a5bf.jpg,a person hanging from a cliff near the ocean,A climber is hanging off a cliff overlooking the ocean .,A man repels down a cliff over water .
462080147_ca088e6541.jpg,a man wearing a cardboard box on his head,A man with a box on his head is holding a bottle of wine .,a man holding a bottle of wine with a box on his head
463786229_b54c9a3436.jpg,a bee on a yellow flower with a blue sky in the background,A bee collects nectar from a yellow flower .,A bee clings to a yellow flower .
463875230_f19e83d6df.jpg,a little girl swinging on a swing,A girl in a pink shirt is swinging on a swing .,a girl wearing pink swings on a swing .
463978865_c87c6ca84c.jpg,a man and a woman sitting on a bench on the side of the road,A man and a woman are sitting on a bench .,A man sitting on the left near a man walking along the side of a street with colorful buildings .
464251704_b0f0c4c87a.jpg,a young girl is flying through the air on a swing,A girl in a pink shirt is flying through the air .,a girl in a pink top is swinging with her hair flying everywhere .
464506846_1734302b58.jpg,a dog jumping in the air to catch a frisbee,A black dog is running in the grass .,a black dog is running across a grassy field in front of some bushes .
465994762_1760e83c5d.jpg,a dog jumping over a chain link fence,A brown dog is jumping through a chain link fence .,a brown dog jumps over a chain .
466176275_f40d37851e.jpg,a dog and a poodle playing in the grass,A poodle and a brown dog are playing in the grass .,"A grey "" labradoodle "" jumps over another large dog ."
466956209_2ffcea3941.jpg,a rock climber is on the side of a steep mountain,A climber is climbing up a steep rock face .,A distant person is climbing up a very sheer mountain .
468102269_135938e209.jpg,a man kissing a woman,A man and a woman are kissing .,"A couple kiss outdoors , while another couple watch ."
468310111_d9396abcbd.jpg,the grass is green,A dog is standing in front of a herd of brown cows .,A black and white dog is running through a cow field .
468608014_09fd20eb9b.jpg,a dog chewing on a ball,A brown dog is chewing on a ball .,A dog bites an object offered by a person .
470373679_98dceb19e7.jpg,a group of people standing in front of a window looking at a mountain,A group of people are standing in front of a window looking at a mountain .,a group of people inside a building that overlooks a large mountain
470887781_faae5dae83.jpg,a group of people standing in front of a banner,A group of people are standing in front of a large banner .,A crowd at a rally .
473220329_819a913bbb.jpg,a person walking on a wooden bridge over a marsh,A woman walking on a wooden bridge over a marsh .,A woman is walking away on a wooden walkway through a field of golden plants .
